Unnamed: 0,Ticker,Name,Last,SectorCode,IndCode,Price,MktCap,Vol3MAvg,Pr52W%Chg,Pr4W%Chg,Pr4WRel%ChgInd,Pr4WRel%Chg,Yield,PEExclXorPTM,PEG,PERelative,ProjPECurFY,ProjPENextFY,Pr2BookQ,Pr2NetFrCashFlTTM,Pr2SalesTTM
254,CYTK:USA 3M 1Y 3YCYTK:USA3M1Y3Y Customize...,Cytokinetics Inc,40.58,HEALTHCARE,BIOPHARMASYS,40.58,3472.71,17.49,86.4,4.61,2.32,10.67,0.0,,,,,,29.67,,53.04
255,CZR:USA 3M 1Y 3YCZR:USA3M1Y3Y Customize...,Caesars Entertainment Inc,39.65,CONSUMERSVCE,HOSPITALITY,39.65,8499.62,73.32,-61.81,-18.47,-0.05,-12.41,0.0,,,,,20.53,2.24,,0.84
256,DAIO:USA 3M 1Y 3YDAIO:USA3M1Y3Y Customize...,Data I/O Corp,3.1,TECH,ELECTRONICMFR,3.1,26.73,0.29,-53.52,2.65,10.59,8.71,0.0,,,,,,1.46,,1.08
257,DAKT:USA 3M 1Y 3YDAKT:USA3M1Y3Y Customize...,Daktronics Inc,2.99,TECH,COMMERCIALELECTRONICS,2.99,134.03,4.82,-54.63,-5.97,0.68,0.08,0.0,27.89,,9.3,9.65,4.33,0.7,,0.22
258,DAL:USA 3M 1Y 3YDAL:USA3M1Y3Y Customize...,Delta Air Lines Inc,30.26,INDUSTRIAL,PASSENGERTRANS,30.26,19716.27,308.93,-33.89,-22.88,-9.3,-16.83,0.0,,0.06,37.29,9.92,4.99,6.44,,0.55
259,DAN:USA 3M 1Y 3YDAN:USA3M1Y3Y Customize...,Dana Inc,13.61,CYCLICALS,VEHICLE,13.61,1950.78,30.88,-41.86,-12.25,-2.89,-6.19,2.94,,0.19,27.32,10.24,5.69,1.02,,0.22
260,DAR:USA 3M 1Y 3YDAR:USA3M1Y3Y Customize...,Darling Ingredients Inc,68.46,NONCYCLICAL,AGRICULTURE,68.46,11056.55,31.17,7.24,-12.76,-7.58,-6.7,0.0,35.06,,4.34,12.69,10.09,3.29,26.04,2.23
261,DAVA:USA 3M 1Y 3YDAVA:USA3M1Y3Y Customize...,Endava plc,88.58,TECH,TECHCONSULTSVCE,88.58,3391.52,4.58,-23.26,-7.91,-2.94,-1.85,0.0,121.61,,-1.31,37.41,30.74,9.88,39.19,6.19
262,DB:USA 3M 1Y 3YDB:USA3M1Y3Y Customize...,Deutsche Bank AG,9.91,FINANCIAL,INVESTSVCE,9.91,20266.94,114.09,-24.81,-1.88,5.55,4.18,2.12,16.88,,,5.79,5.25,0.33,,0.59
263,DBD:USA 3M 1Y 3YDBD:USA3M1Y3Y Customize...,Diebold Nixdorf Inc,2.32,TECH,COMMERCIALELECTRONICS,2.32,183.11,38.02,-82.29,-21.89,0.68,-15.83,0.0,,,,,1.69,,,0.05
264,DBI:USA 3M 1Y 3YDBI:USA3M1Y3Y Customize...,Designer Brands Inc,13.98,CYCLICALS,APPARELRETAIL,13.98,1009.12,28.31,-16.14,0.36,-0.07,6.42,1.43,,0.59,,7.23,6.76,2.58,11.63,0.32
265,DBRG:USA 3M 1Y 3YDBRG:USA3M1Y3Y Customize...,DigitalBridge Group Inc,4.74,FINANCIAL,REIT,4.74,2835.21,122.37,-44.24,-18.56,-1.94,-12.5,0.0,,,,,,5.03,,2.69
266,DBVT:USA 3M 1Y 3YDBVT:USA3M1Y3Y Customize...,DBV Technologies S.A.,2.25,HEALTHCARE,BIOPHARMAOTHER,2.25,247.28,15.15,-63.02,57.34,-1.84,63.4,0.0,,,,,,3.01,,
267,DBX:USA 3M 1Y 3YDBX:USA3M1Y3Y Customize...,Dropbox Inc,20.65,TECH,INTERNET,20.65,7578.55,71.12,-29.47,1.57,-3.11,7.63,0.0,,,,13.26,11.62,,10.2,3.49
268,DCI:USA 3M 1Y 3YDCI:USA3M1Y3Y Customize...,Donaldson Co Inc.,46.27,INDUSTRIAL,MACHINE,46.27,5684.22,9.16,-25.53,-7.22,-0.2,-1.16,1.99,30.12,1.53,-2.09,17.19,15.12,5.13,104.63,1.81
269,DCO:USA 3M 1Y 3YDCO:USA3M1Y3Y Customize...,Ducommun Inc,43.51,INDUSTRIAL,AERODEF,43.51,523.55,0.91,-20.0,3.25,0.14,9.31,0.0,22.91,,-0.37,13.54,10.95,1.1,,0.82
270,DCOM:USA 3M 1Y 3YDCOM:USA3M1Y3Y Customize...,Dime Community Bancshares Inc,29.37,FINANCIAL,BANKSUSA,29.37,1158.94,3.82,-13.59,1.84,4.64,7.9,3.27,33.22,,3.96,8.62,8.04,1.11,9.4,2.58
271,DCP:USA 3M 1Y 3YDCP:USA3M1Y3Y Customize...,DCP Midstream LP,29.54,ENERGY,MIDSTREAMENERGY,29.54,6155.65,11.67,-2.15,-9.97,-5.26,-3.91,5.28,22.15,0.95,,8.01,6.55,1.21,18.03,0.51
272,DCPH:USA 3M 1Y 3YDCPH:USA3M1Y3Y Customize...,Deciphera Pharmaceuticals Inc,11.74,HEALTHCARE,BIOPHARMANONSYS,11.74,689.11,25.27,-68.42,3.25,1.99,9.31,0.0,,,,,,2.53,,6.87
273,DD:USA 3M 1Y 3YDD:USA3M1Y3Y Customize...,DuPont De Nemours Inc,56.29,MATERIALS,CHEMSPECIAL,56.29,28625.09,58.93,-27.2,-12.48,-4.23,-6.42,2.34,14.49,2.0,17.95,16.39,13.99,1.1,47.03,1.81
274,DDD:USA 3M 1Y 3YDDD:USA3M1Y3Y Customize...,3D Systems Corp,9.77,INDUSTRIAL,MACHINE,9.77,1273.67,34.16,-66.17,-6.6,-0.2,-0.54,0.0,,,,710.55,52.11,1.5,,2.05
275,DDOG:USA 3M 1Y 3YDDOG:USA3M1Y3Y Customize...,Datadog Inc,85.63,TECH,SOFTW,85.63,26966.68,110.73,-16.34,-11.29,-1.68,-5.23,0.0,,,,117.45,83.81,26.5,88.11,24.81
276,DDS:USA 3M 1Y 3YDDS:USA3M1Y3Y Customize...,Dillard's Inc.,273.27,NONCYCLICAL,GENMERCH,273.27,4788.58,4.82,69.01,0.23,0.27,6.29,0.29,14.67,,-2.61,10.05,13.67,3.32,5.43,0.73
277,DE:USA 3M 1Y 3YDE:USA3M1Y3Y Customize...,DEERE & COMPANY,322.72,INDUSTRIAL,MACHINE,322.72,98634.75,39.15,-4.49,-11.49,-0.2,-5.43,1.4,24.89,0.82,14.29,13.93,12.31,5.26,808.37,2.17
278,DEA:USA 3M 1Y 3YDEA:USA3M1Y3Y Customize...,Easterly Government Properties Inc,18.84,FINANCIAL,REIT,18.84,1710.29,16.65,-12.49,-1.1,-1.94,4.96,5.63,95.61,,-0.01,49.58,44.33,1.33,66.49,6.05
279,DECK:USA 3M 1Y 3YDECK:USA3M1Y3Y Customize...,Deckers Outdoor Corp,250.31,CYCLICALS,APPARELPRODUCTS,250.31,6753.86,8.83,-25.66,10.37,1.66,16.43,0.0,24.9,,0.44,13.7,11.42,4.45,56.47,2.18
280,DEI:USA 3M 1Y 3YDEI:USA3M1Y3Y Customize...,Douglas Emmett Inc,22.76,FINANCIAL,REIT,22.76,4000.56,28.27,-36.21,-16.45,-1.94,-10.39,4.92,167.23,,23.26,37.76,29.83,1.59,2009.0,4.25
281,DELL:USA 3M 1Y 3YDELL:USA3M1Y3Y Customize...,Dell Technologies Inc,47.59,TECH,COMPUTER,47.59,35549.73,96.06,-52.41,15.79,-4.15,21.85,2.77,19.95,0.7,,6.77,6.5,,7.52,0.34
282,DEO:USA 3M 1Y 3YDEO:USA3M1Y3Y Customize...,Diageo PLC,171.79,NONCYCLICAL,FOODDRINKMFR,171.79,99923.36,8.39,-11.6,-4.36,3.06,1.7,2.3,63.36,1.76,8.18,23.88,21.15,9.68,60.97,5.29
283,DESP:USA 3M 1Y 3YDESP:USA3M1Y3Y Customize...,Despegar com Corp,7.49,CONSUMERSVCE,HOSPITALITY,7.49,496.12,6.01,-45.21,-16.22,-0.05,-10.16,0.0,,,,,79.97,,,1.78
284,DFIN:USA 3M 1Y 3YDFIN:USA3M1Y3Y Customize...,Donnelley Financial Solutions Inc,27.5,TECH,SOFTW,27.5,891.0,5.66,-12.14,-3.85,-1.68,2.21,0.0,211.65,,0.8,8.76,8.35,2.67,6.67,0.99
285,DFS:USA 3M 1Y 3YDFS:USA3M1Y3Y Customize...,Discover Financial Services,94.42,FINANCIAL,FINSPECIAL,94.42,26528.64,37.03,-20.02,-9.28,-6.04,-3.22,2.54,13.11,0.06,6.95,6.23,6.36,2.17,4.98,2.06
286,DG:USA 3M 1Y 3YDG:USA3M1Y3Y Customize...,Dollar General Corporation,230.8,NONCYCLICAL,GENMERCH,230.8,52390.91,44.79,7.87,14.64,0.27,20.7,0.95,18.68,1.5,77.09,20.06,18.39,8.89,47.3,1.53
287,DGII:USA 3M 1Y 3YDGII:USA3M1Y3Y Customize...,Digi International Inc,22.74,TECH,COMMEQUIP,22.74,797.67,3.94,17.58,3.98,0.96,10.04,0.0,59.26,,10.9,72.77,30.52,1.69,27.18,2.4
288,DGX:USA 3M 1Y 3YDGX:USA3M1Y3Y Customize...,Quest Diagnostics Inc,130.64,HEALTHCARE,PATIENTCARE,130.64,15284.88,22.82,0.93,-6.73,-2.69,-0.67,2.02,10.06,,5.37,14.16,15.47,2.48,12.22,1.48
289,DHC:USA 3M 1Y 3YDHC:USA3M1Y3Y Customize...,Diversified Healthcare Trust,1.85,FINANCIAL,REIT,1.85,442.13,41.74,-54.09,-12.74,-1.94,-6.68,2.16,,,,5.14,,0.15,,0.33
290,DHI:USA 3M 1Y 3YDHI:USA3M1Y3Y Customize...,D.R. Horton Inc.,60.56,CYCLICALS,HOMEBUILDMANUF,60.56,21314.42,85.01,-33.12,-8.96,-10.22,-2.9,1.49,11.57,,-4.71,3.51,3.64,1.29,,0.71
291,DHR:USA 3M 1Y 3YDHR:USA3M1Y3Y Customize...,Danaher Corp,238.6,HEALTHCARE,MEDDEVICESGEN,238.6,170837.6,58.16,-9.14,-4.3,-1.93,1.76,0.42,40.91,4.27,7.55,23.1,21.85,4.09,27.51,5.81
292,DHT:USA 3M 1Y 3YDHT:USA3M1Y3Y Customize...,DHT Holdings Inc,5.35,ENERGY,OILGASSUPPORT,5.35,892.38,55.82,-17.18,-7.12,-2.54,-1.06,1.5,4.34,,,671.35,6.56,0.87,235.35,3.12
293,DIN:USA 3M 1Y 3YDIN:USA3M1Y3Y Customize...,Dine Brands Global Inc,67.13,CONSUMERSVCE,HOSPITALITY,67.13,1124.16,5.0,-23.57,-1.58,-0.05,4.48,3.04,,10.62,,11.12,9.5,,9.14,1.22
294,DIOD:USA 3M 1Y 3YDIOD:USA3M1Y3Y Customize...,Diodes Inc,65.25,TECH,SEMIMFR,65.25,2951.37,6.66,-14.02,-11.51,-2.15,-5.45,0.0,29.78,0.53,-1.86,9.48,9.28,2.31,16.61,1.6
295,DIS:USA 3M 1Y 3YDIS:USA3M1Y3Y Customize...,Walt Disney Co (The),94.34,CONSUMERSVCE,MEDIAPUB,94.34,171887.47,271.78,-45.77,-8.53,-6.02,-2.47,0.0,,0.52,18.31,23.67,16.9,1.9,111.55,2.22
296,DISH:USA 3M 1Y 3YDISH:USA3M1Y3Y Customize...,DISH Network Corp,17.11,TELECOM,TELECOMOTHER,17.11,9054.3,86.93,-58.25,-16.58,-0.97,-10.52,0.0,11.56,,-0.51,7.07,9.77,0.68,,0.61
297,DKL:USA 3M 1Y 3YDKL:USA3M1Y3Y Customize...,Delek Logistics Partners LP,43.5,ENERGY,MIDSTREAMENERGY,43.5,1891.11,1.43,4.39,-17.72,-5.26,-11.66,9.01,9.45,,54.44,9.38,7.07,,26.66,2.51
298,DKS:USA 3M 1Y 3YDKS:USA3M1Y3Y Customize...,Dick's Sporting Goods Inc.,73.83,CYCLICALS,ELECTRONICSENTRETAIL,73.83,5759.92,53.26,-23.03,-6.85,0.06,-0.79,2.64,9.34,4.21,-1.5,6.65,6.35,3.65,32.08,0.66
299,DLA:USA 3M 1Y 3YDLA:USA3M1Y3Y Customize...,Delta Apparel Inc,28.41,CYCLICALS,APPARELPRODUCTS,28.41,197.42,0.42,-3.86,-2.44,1.66,3.62,0.0,,,-0.04,6.76,6.22,1.14,,0.42
300,DLB:USA 3M 1Y 3YDLB:USA3M1Y3Y Customize...,Dolby Laboratories Inc,70.99,TECH,SOFTW,70.99,7161.2,10.94,-28.19,-6.01,-1.68,0.05,1.41,32.52,1.73,15.68,33.68,24.23,2.8,31.61,5.8
301,DLR:USA 3M 1Y 3YDLR:USA3M1Y3Y Customize...,Digital Realty Trust Inc,127.18,FINANCIAL,REIT,127.18,36203.83,30.85,-18.31,-0.38,-1.94,5.68,3.84,98.04,16.75,3.4,108.07,80.96,2.14,,7.54
302,DLTR:USA 3M 1Y 3YDLTR:USA3M1Y3Y Customize...,Dollar Tree Inc,150.09,NONCYCLICAL,GENMERCH,150.09,33845.29,52.12,48.32,10.71,0.27,16.77,0.0,15.69,1.02,28.37,18.41,16.1,4.12,94.44,1.27
303,DLX:USA 3M 1Y 3YDLX:USA3M1Y3Y Customize...,Deluxe Corp,21.48,BIZSVCE,PROSVCE,21.48,921.99,4.88,-51.39,-11.75,0.01,-5.69,5.59,20.38,,4.05,4.7,4.42,1.6,21.91,0.43
304,DMAC:USA 3M 1Y 3YDMAC:USA3M1Y3Y Customize...,DiaMedica Therapeutics Inc,2.15,HEALTHCARE,BIOPHARMASYS,2.15,56.85,0.9,-71.33,-11.16,2.32,-5.1,0.0,,,,,,1.39,,
305,DNLI:USA 3M 1Y 3YDNLI:USA3M1Y3Y Customize...,Denali Therapeutics Inc,23.9,HEALTHCARE,BIOPHARMASYS,23.9,2936.3,11.68,-67.14,0.55,2.32,6.61,0.0,235.57,,,,,3.19,,35.38
306,DNOW:USA 3M 1Y 3YDNOW:USA3M1Y3Y Customize...,NOW Inc,9.49,INDUSTRIAL,INDLDIST,9.49,1050.25,15.6,-6.96,-10.89,-1.9,-4.83,0.0,,,,15.47,12.05,1.41,131.46,0.6
307,DOC:USA 3M 1Y 3YDOC:USA3M1Y3Y Customize...,Physicians Realty Trust,16.98,FINANCIAL,REIT,16.98,3825.48,54.26,-11.01,-2.75,-1.94,3.31,5.42,56.45,40.04,19.98,72.1,65.65,1.44,174.28,8.53
308,DOMO:USA 3M 1Y 3YDOMO:USA3M1Y3Y Customize...,Domo Inc,26.05,TECH,SOFTW,26.05,878.5,7.95,-67.56,-14.28,-1.68,-8.22,0.0,,,,,,,,3.18
309,DOOR:USA 3M 1Y 3YDOOR:USA3M1Y3Y Customize...,Masonite International Corp,71.65,MATERIALS,MATCONSTR,71.65,1616.78,4.5,-35.94,-16.38,-0.97,-10.32,0.0,36.39,,13.37,6.88,6.02,2.72,41.14,0.63
310,DORM:USA 3M 1Y 3YDORM:USA3M1Y3Y Customize...,Dorman Products Inc,98.71,CYCLICALS,AUTORETAIL,98.71,3107.38,2.34,-1.48,0.22,-2.11,6.28,0.0,27.93,,24.29,17.86,16.22,3.25,38.2,2.14
311,DOV:USA 3M 1Y 3YDOV:USA3M1Y3Y Customize...,Dover Corp,117.29,INDUSTRIAL,MACHINE,117.29,16908.93,20.08,-19.83,-9.46,-0.2,-3.4,1.71,28.42,1.19,2.2,13.75,12.58,3.94,35.22,2.11
312,DOW:USA 3M 1Y 3YDOW:USA3M1Y3Y Customize...,Dow Inc,54.77,MATERIALS,CHEMSPECIAL,54.77,39878.14,113.28,-13.22,-20.35,-4.23,-14.29,5.11,23.85,0.62,,6.79,7.28,2.15,8.78,0.69
313,DOYU:USA 3M 1Y 3YDOYU:USA3M1Y3Y Customize...,Douyu International Holdings Ltd,1.22,TECH,INTERNET,1.22,416.47,35.91,-84.5,-15.86,-3.11,-9.8,0.0,120.06,,,,,0.41,,0.29
314,DPZ:USA 3M 1Y 3YDPZ:USA3M1Y3Y Customize...,Domino's Pizza Inc,379.17,CONSUMERSVCE,HOSPITALITY,379.17,13664.29,11.33,-17.47,12.7,-0.05,18.76,1.16,34.25,2.41,18.82,29.62,25.02,,40.17,3.15
315,DQ:USA 3M 1Y 3YDQ:USA3M1Y3Y Customize...,Daqo New Energy Corp,58.44,MATERIALS,CHEMSPECIAL,58.44,4296.13,27.55,-0.44,27.18,-4.23,33.24,0.0,30.12,,1.11,2.89,4.44,1.66,,1.66
316,DRD:USA 3M 1Y 3YDRD:USA3M1Y3Y Customize...,DRDGold Ltd,6.38,MATERIALS,ORE,6.38,547.39,4.3,-41.14,-4.49,-1.85,1.57,6.23,10.78,,0.11,9.58,8.52,1.76,43.92,1.7
317,DRE:USA 3M 1Y 3YDRE:USA3M1Y3Y Customize...,Duke Realty Corp,51.44,FINANCIAL,REIT,51.44,19726.93,65.48,5.52,0.72,-1.94,6.78,2.18,48.48,8.09,-1.07,45.67,53.59,3.2,91.35,18.23
318,DRH:USA 3M 1Y 3YDRH:USA3M1Y3Y Customize...,DiamondRock Hospitality Co,8.38,FINANCIAL,REIT,8.38,1767.02,46.35,-17.84,-15.44,-1.94,-9.38,0.0,,0.42,,20.15,15.0,1.17,,2.58
319,DRI:USA 3M 1Y 3YDRI:USA3M1Y3Y Customize...,Darden Restaurants Inc,114.2,CONSUMERSVCE,HOSPITALITY,114.2,14354.94,25.41,-14.41,-2.12,-0.05,3.94,3.85,,1.44,17.87,15.48,14.08,6.4,33.11,1.57
320,DRQ:USA 3M 1Y 3YDRQ:USA3M1Y3Y Customize...,Dril-Quip Inc.,23.99,ENERGY,OILGASSUPPORT,23.99,828.11,5.85,-36.93,-20.51,-2.54,-14.45,0.0,,,,,87.77,0.93,169.4,2.55
321,DRTT:USA 3M 1Y 3YDRTT:USA3M1Y3Y Customize...,DIRTT Environmental Solutions Ltd,0.97,INDUSTRIAL,FACIL,0.97,83.52,1.46,-73.05,4.18,-1.28,10.24,0.0,,,,,,1.8,,0.53
322,DS:USA 3M 1Y 3YDS:USA3M1Y3Y Customize...,DRIVE SHACK INC,1.4,CONSUMERSVCE,HOSPITALITY,1.4,129.31,25.22,-57.32,-6.67,-0.05,-0.61,0.0,,,,,,,,0.45
323,DSKE:USA 3M 1Y 3YDSKE:USA3M1Y3Y Customize...,Daseke Inc,6.48,INDUSTRIAL,TRAINTRUCK,6.48,411.1,8.58,-5.54,-10.12,-2.27,-4.07,0.0,34.18,,,5.98,5.42,3.14,5.16,0.26
324,DSX:USA 3M 1Y 3YDSX:USA3M1Y3Y Customize...,Diana Shipping Inc,5.02,INDUSTRIAL,TRAINTRUCK,5.02,425.05,26.06,-3.28,-10.68,-2.27,-4.62,19.92,,,,3.11,3.38,1.07,,1.96
325,DT:USA 3M 1Y 3YDT:USA3M1Y3Y Customize...,Dynatrace Inc,38.46,TECH,SOFTW,38.46,11001.61,69.31,-33.43,4.2,-1.68,10.26,0.0,195.84,,,50.82,39.79,8.56,48.16,12.01
326,DTE:USA 3M 1Y 3YDTE:USA3M1Y3Y Customize...,DTE Energy Co,115.72,UTIL,ENERGYUTIL,115.72,22419.5,22.09,-12.93,-10.17,-1.39,-4.11,3.06,18.96,3.23,72.9,19.34,18.49,2.53,,1.36
327,DTSS:USA 3M 1Y 3YDTSS:USA3M1Y3Y Customize...,Datasea Inc,1.57,TECH,COMMERCIALELECTRONICS,1.57,38.06,3.11,-31.14,7.53,0.68,13.59,0.0,,,,,,6.74,,3.88
328,DUK:USA 3M 1Y 3YDUK:USA3M1Y3Y Customize...,Duke Energy Corp,97.82,UTIL,ENERGYUTIL,97.82,75321.4,60.24,-3.44,-10.22,-1.39,-4.16,4.03,58.01,3.03,10.71,17.93,16.97,1.59,,2.89
329,DVA:USA 3M 1Y 3YDVA:USA3M1Y3Y Customize...,DaVita Inc,89.48,HEALTHCARE,PATIENTCARE,89.48,8521.9,15.73,-28.05,-5.06,-2.69,1.0,0.0,18.16,1.01,2.19,11.49,8.65,10.66,6.07,0.77
330,DVAX:USA 3M 1Y 3YDVAX:USA3M1Y3Y Customize...,Dynavax Technologies Corp,10.31,HEALTHCARE,BIOPHARMANONSYS,10.31,1302.12,59.94,11.34,-7.78,1.99,-1.72,0.0,,,,9.31,14.89,5.36,6.39,3.29
331,DVN:USA 3M 1Y 3YDVN:USA3M1Y3Y Customize...,Devon Energy Corp,58.02,ENERGY,FOSSILFUEL,58.02,38333.82,238.33,102.87,-16.53,2.26,-10.47,6.38,,0.24,,6.59,6.43,4.11,16.41,2.38
332,DWSN:USA 3M 1Y 3YDWSN:USA3M1Y3Y Customize...,Dawson Geophysical Co,1.51,ENERGY,OILGASSUPPORT,1.51,35.96,0.29,-43.87,-8.48,-2.54,-2.43,0.0,,,,,,0.59,,1.14
333,DX:USA 3M 1Y 3YDX:USA3M1Y3Y Customize...,Dynex Capital Inc.,14.56,FINANCIAL,REIT,14.56,538.11,18.7,-24.91,-9.17,-1.94,-3.11,10.71,1.27,,1.92,8.86,7.55,0.8,6.04,1.89
334,DXC:USA 3M 1Y 3YDXC:USA3M1Y3Y Customize...,DXC Technology Co,30.19,TECH,TECHCONSULTSVCE,30.19,7174.06,41.57,-19.77,1.86,-2.94,7.92,0.0,,0.42,,7.66,6.1,1.48,6.09,0.46
335,DXLG:USA 3M 1Y 3YDXLG:USA3M1Y3Y Customize...,Destination XL Group Inc,4.09,CYCLICALS,APPARELRETAIL,4.09,260.21,14.03,18.55,1.24,-0.07,7.3,0.0,,,,8.02,8.02,4.11,3.93,0.54
336,DXPE:USA 3M 1Y 3YDXPE:USA3M1Y3Y Customize...,DXP Enterprises Inc,28.15,INDUSTRIAL,INDLDIST,28.15,524.53,1.84,-9.6,-0.88,-1.9,5.18,0.0,,,15.89,11.26,9.2,1.51,21.78,0.46
337,DY:USA 3M 1Y 3YDY:USA3M1Y3Y Customize...,Dycom Industries Inc.,85.31,INDUSTRIAL,FACIL,85.31,2520.38,4.93,18.03,7.13,-1.28,13.19,0.0,34.95,1.86,20.5,24.87,16.21,3.39,66.89,0.78
338,DYAI:USA 3M 1Y 3YDYAI:USA3M1Y3Y Customize...,Dyadic International Inc,2.8,HEALTHCARE,HCAREMISC,2.8,79.14,1.33,-25.53,31.46,-2.71,37.52,0.0,,,,,105.0,4.82,,30.52
339,EA:USA 3M 1Y 3YEA:USA3M1Y3Y Customize...,Electronic Arts Inc,128.54,TECH,SOFTW,128.54,35991.2,53.91,-8.81,-1.14,-1.68,4.92,0.59,49.87,1.6,69.42,17.85,15.76,4.77,23.96,5.19
340,EAF:USA 3M 1Y 3YEAF:USA3M1Y3Y Customize...,Graftech International Ltd,7.54,MATERIALS,METAL,7.54,1962.08,37.42,-36.96,-8.61,-3.1,-2.55,0.53,8.13,,36.97,4.28,4.59,14.63,5.01,1.41
341,EARN:USA 3M 1Y 3YEARN:USA3M1Y3Y Customize...,Ellington Residential Mortgage REIT,6.77,FINANCIAL,REIT,6.77,88.75,3.35,-47.03,-12.76,-1.94,-6.7,14.18,3.82,,,6.26,6.37,0.67,8.57,2.7
342,EAT:USA 3M 1Y 3YEAT:USA3M1Y3Y Customize...,Brinker International Inc.,24.11,CONSUMERSVCE,HOSPITALITY,24.11,1056.02,22.53,-58.04,-15.43,-0.05,-9.37,0.0,3858.06,,0.11,7.66,6.07,,6.36,0.29
343,EB:USA 3M 1Y 3YEB:USA3M1Y3Y Customize...,Eventbrite Inc,10.45,CONSUMERSVCE,HOSPITALITY,10.45,1020.76,23.12,-46.6,-12.48,-0.05,-6.42,0.0,,,,,,6.2,8.12,4.74
344,EBAY:USA 3M 1Y 3YEBAY:USA3M1Y3Y Customize...,eBay Inc.,42.21,NONCYCLICAL,GENMERCH,42.21,24101.91,148.87,-34.46,-5.4,0.27,0.66,2.08,13.53,1.02,,10.58,9.57,3.51,18.9,2.41
345,EBF:USA 3M 1Y 3YEBF:USA3M1Y3Y Customize...,Ennis Inc,17.06,BIZSVCE,MKTINGPRINTING,17.06,440.14,1.85,-19.79,-1.84,0.34,4.22,5.86,22.27,,30.9,12.36,,1.46,23.63,1.11
346,EBIX:USA 3M 1Y 3YEBIX:USA3M1Y3Y Customize...,Ebix Inc,16.63,FINANCIAL,FINSPECIAL,16.63,510.91,9.76,-51.3,-43.7,-6.04,-37.64,1.8,9.42,0.55,13.27,5.75,4.77,0.77,13.53,0.52
347,EBR:USA 3M 1Y 3YEBR:USA3M1Y3Y Customize...,Centrais Eletricas Brasileiras Sa-Eletrobras,8.45,UTIL,ENERGYUTIL,8.45,10890.72,54.25,-10.49,-5.38,-1.39,0.68,1.78,9.92,,17.67,9.1,7.5,0.89,11.77,1.86
348,EBS:USA 3M 1Y 3YEBS:USA3M1Y3Y Customize...,Emergent BioSolutions Inc,28.55,HEALTHCARE,BIOPHARMAOTHER,28.55,1438.92,15.89,-53.27,-9.91,-1.84,-3.85,0.0,8.52,0.43,0.27,16.53,10.84,0.92,18.65,0.82
349,EC:USA 3M 1Y 3YEC:USA3M1Y3Y Customize...,Ecopetrol SA,13.68,ENERGY,OILGASINTEG,13.68,28123.82,27.84,4.19,-1.51,-1.68,4.55,10.67,20.24,0.06,0.12,4.35,4.9,1.59,32.82,1.13
350,ECL:USA 3M 1Y 3YECL:USA3M1Y3Y Customize...,Ecolab Inc.,148.17,MATERIALS,CHEMSPECIAL,148.17,42325.53,28.2,-29.37,-6.01,-4.23,0.05,1.38,,2.0,36.3,28.95,24.33,6.03,63.39,3.25
351,ECOM:USA 3M 1Y 3YECOM:USA3M1Y3Y Customize...,ChannelAdvisor Corp,14.28,TECH,INTERNET,14.28,435.19,5.5,-39.08,10.1,-3.11,16.16,0.0,30.91,,,17.1,14.48,2.36,16.22,2.65
352,ECOR:USA 3M 1Y 3YECOR:USA3M1Y3Y Customize...,ElectroCore Inc,0.61,HEALTHCARE,MEDDEVICESOTHER,0.61,43.14,6.66,-61.39,55.06,-3.2,61.12,0.0,,,,,,1.35,,7.01
353,ECPG:USA 3M 1Y 3YECPG:USA3M1Y3Y Customize...,Encore Capital Group Inc,57.05,FINANCIAL,FINSPECIAL,57.05,1389.8,5.55,18.46,1.24,-6.04,7.3,0.0,4.09,,-1.81,4.44,5.75,1.26,6.32,0.95
354,ED:USA 3M 1Y 3YED:USA3M1Y3Y Customize...,Consolidated Edison Inc.,86.88,UTIL,ENERGYUTIL,86.88,30755.52,37.95,15.55,-8.37,-1.39,-2.31,3.64,23.58,5.21,47.07,19.31,18.02,1.51,,2.19
355,EDAP:USA 3M 1Y 3YEDAP:USA3M1Y3Y Customize...,EDAP TMS SA,6.61,HEALTHCARE,MEDDEVICESOTHER,6.61,221.21,1.24,1.23,-11.16,-3.2,-5.1,0.0,,,,,,3.98,59.06,4.15
356,EEFT:USA 3M 1Y 3YEEFT:USA3M1Y3Y Customize...,Euronet Worldwide Inc,102.15,FINANCIAL,FINSPECIAL,102.15,5163.53,8.12,-28.85,-10.49,-6.04,-4.43,0.0,,,17.05,14.41,10.82,4.62,17.16,1.73
357,EEX:USA 3M 1Y 3YEEX:USA3M1Y3Y Customize...,Emerald Holding Inc,3.15,BIZSVCE,MKTINGPRINTING,3.15,220.91,3.13,-42.41,0.32,0.34,6.38,0.0,,,,,,,1.92,0.96
358,EFC:USA 3M 1Y 3YEFC:USA3M1Y3Y Customize...,Ellington Financial Inc,13.37,FINANCIAL,REIT,13.37,797.68,16.72,-29.89,-10.51,-1.94,-4.45,13.46,4.43,,8.17,7.54,7.18,0.73,3.2,3.24
359,EFSC:USA 3M 1Y 3YEFSC:USA3M1Y3Y Customize...,Enterprise Financial Services Corp,42.1,FINANCIAL,BANKSUSA,42.1,1579.44,2.64,-11.92,-2.5,4.64,3.56,2.09,15.36,,14.25,8.77,8.37,1.14,8.92,3.32
